1.2472,0.14635
1.393,0.14567
1.2724,0.14363
1.3406,0.14495
1.4072,0.14745
1.3309,0.15432
1.4517,0.15439
1.3962,0.14941
1.4501,0.14611
1.4204,0.14461
1.4191,0.14808
1.4319,0.15247
1.4205,0.1463
1.1162,0.14341
1.2521,0.14358
1.373,0.14577
1.1479,0.14888
1.3067,0.15172
1.3067,0.1434
1.3379,0.14431
1.3379,0.14798
1.4088,0.14465
1.405,0.14612
1.4179,0.14631
1.1627,0.1458
1.1471,0.14387
1.1549,0.14336
1.2938,0.14774
1.2938,0.1477
1.1589,0.14556
1.1447,0.14556
1.25,0.14815
1.3873,0.1436
1.4009,0.14651
1.3948,0.14435
1.4156,0.14446
1.3454,0.14353
1.4229,0.14765
1.4319,0.14662
1.3908,0.14845
1.8757,0.38096
1.9434,0.38017
1.9229,0.35753
1.9197,0.37421
1.9216,0.37325
1.9042,0.37531
1.8719,0.37234
1.916,0.36855
1.8859,0.35131
1.9394,0.34633
1.9383,0.33921
1.8899,0.33883
1.9076,0.35495
1.8509,0.36521
1.7554,0.36293
1.8134,0.36476
1.9425,0.38673
2.3587,0.22055
2.1098,0.21033
2.1808,0.21195
1.9782,0.2077
1.9576,0.21414
2.1332,0.21591
2.2094,0.20812
2.2816,0.2278
2.2816,0.22448
2.3661,0.21917
2.2816,0.21289
2.2816,0.22038
2.2816,0.21069
2.2816,0.21391
2.2816,0.21026
2.2816,0.23017
2.2816,0.24335
2.2701,0.22044
